property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,builtup_area,study room,pooja room,store room,servant room,others,furnishing_type,facility_score
house,unitech espace,sector 50,7.35,41761.0,4,4,3+,3.0,Moderately Old,G68255006,1760.0,0,1,0,1,0,2,52
flat,pivotal riddhi siddhi,sector 99,0.72,947.0,2,2,2,12.0,Relatively New,U69789900,784.0,0,0,1,0,0,0,31
flat,sbtl caladium,sector 109,1.88,6153.0,4,5,3,10.0,Relatively New,Y69513018,2765.0,0,0,0,0,0,0,110
flat,ompee k s residency,new sector 2,1.6,2993.0,2,2,2,1.0,Relatively New,Q68796936,73.0,0,0,0,0,0,0,0
flat,antriksh heights,sector 84,0.85,5556.0,2,2,3,10.0,New Property,B36786459,1222.0,1,0,0,0,1,0,24
flat,signature global city 81,sector 81,0.8,14652.0,2,2,2,4.0,Under Construction,F63180576,607.0,1,0,0,0,0,0,36
flat,dlf the icon,sector 43,6.0,26087.0,4,4,3+,18.0,Old Property,A70009682,2556.0,0,0,0,1,0,2,150
flat,sidhartha ncr one phase,sector 95,0.46,4646.0,2,2,0,6.0,New Property,L68021942,990.0,0,0,0,0,0,0,0
flat,ireo the corridors,sector 67a,1.62,9380.0,3,3,2,4.0,New Property,I69734054,1346.0,0,0,1,0,0,2,142
flat,ireo skyon,sector 60,3.7,13214.0,4,5,3,10.0,Relatively New,X69205630,2534.0,0,0,0,1,0,2,165
flat,m3m skywalk,sector 74,2.45,12140.0,3,3,3+,25.0,Relatively New,D69704156,1800.0,1,0,0,0,0,0,137
flat,sare crescent parc,sector 92,0.92,4854.0,4,5,3+,14.0,Moderately Old,R20109583,1895.0,0,0,0,0,0,2,131
flat,bestech park view grand spa,sector 81,4.2,10000.0,4,4,3+,25.0,Relatively New,T69214818,3512.0,0,0,0,1,0,2,90
flat,tulip violet,sector 69,1.76,8756.0,4,4,2,6.0,Relatively New,N69300390,1819.0,0,0,0,0,0,0,108
flat,emaar mgf emerald floors premier,sector 65,2.35,16206.0,3,3,3,2.0,Relatively New,S69483296,1500.0,1,0,0,1,0,2,64
house,independent,sector 43,7.85,29074.0,9,9,3+,3.0,Relatively New,P70154168,2700.0,1,1,0,1,1,1,49
flat,ireo skyon,sector 60,2.5,16129.0,2,3,2,4.0,Relatively New,U69996590,1403.0,1,0,0,0,0,0,100
flat,ss the leaf,sector 85,1.85,6578.0,4,5,3+,1.0,Relatively New,J69450078,2545.0,0,0,0,0,0,0,95
flat,cghs hewo apartments,sector 31,1.25,11574.0,2,2,2,2.0,Old Property,N69498548,1200.0,0,0,0,0,0,0,28
flat,tulip petals,sector 89,1.1,7097.0,3,2,3,4.0,New Property,O69722550,1550.0,0,0,0,0,0,0,0
flat,sare crescent parc,sector 92,0.7,5556.0,3,3,2,14.0,Under Construction,I31015519,140.0,0,0,0,0,0,0,38
house,suncity avenue 76,sector 76,0.75,10067.0,2,2,2,11.0,New Property,M67402042,745.0,0,0,0,0,0,0,40
house,bptp visionnaire,sector 70a,4.0,6666.0,4,4,3+,2.0,Relatively New,P69956744,6000.0,0,0,0,1,0,0,154
flat,signature global city 81,sector 81,0.96,9767.0,2,2,2,1.0,Under Construction,F68828122,1194.0,0,0,0,0,0,0,49
flat,m3m heights,sector 65,2.0,13957.0,2,2,2,32.0,Relatively New,M68639830,1433.0,0,0,0,0,0,0,48
flat,aipl the peaceful homes,sector 70a,2.6,12009.0,3,2,2,12.0,Moderately Old,X69622348,2406.0,0,0,0,1,0,0,52
flat,emaar digihomes,sector 62,2.1,14254.0,2,2,2,30.0,New Property,H69537854,1365.0,0,0,0,1,0,0,52
house,independent,sector 2,1.15,19360.0,3,3,2,2.0,Old Property,N68666630,594.0,0,0,0,0,0,2,32
flat,la vida by tata housing,sector 113,2.78,11346.0,3,3,3,3.0,New Property,Q68451212,2599.0,1,0,0,1,0,0,174
flat,ireo the corridors,sector 67a,1.85,9531.0,3,4,3,4.0,New Property,M69399940,1941.0,1,0,1,0,0,2,150
flat,sobha city,sector 108,2.6,15195.0,3,3,2,8.0,Relatively New,Z69513374,1711.0,0,0,0,0,0,0,99
flat,m3m woodshire,sector 107,1.39,5887.0,3,4,3+,6.0,Relatively New,H69407182,2057.0,0,1,0,1,0,2,174
flat,paras dews,sector 106,0.88,6353.0,2,2,3+,3.0,Relatively New,U69428786,1120.0,0,0,0,0,0,0,49
flat,laxmi pareena,sector 99a,0.3,6666.0,2,1,0,12.0,New Property,O66187314,500.0,0,0,0,0,0,0,0
flat,m3m skywalk,sector 74,2.2,10901.0,3,3,3,12.0,New Property,U69682694,1826.0,1,0,0,0,0,2,15
flat,dlf wellington estate,sector 43,2.09,14615.0,3,3,2,11.0,Old Property,Q69736528,1294.0,0,0,0,0,0,2,79
flat,vatika city homes,sector 83,0.75,5660.0,2,2,2,3.0,Relatively New,X68049088,1199.0,0,0,0,0,0,2,49
flat,signature global park,sohna road,0.87,7190.0,3,2,3,4.0,Relatively New,D69905242,1210.0,0,0,0,0,0,0,58
flat,umang monsoon breeze,sector 78,0.9,4615.0,3,3,2,1.0,Moderately Old,C68532182,1900.0,0,1,0,1,0,0,65
flat,ireo victory valley,sector 67,2.99,11832.0,3,3,3,4.0,Relatively New,D70082220,2200.0,0,0,0,1,0,2,37
flat,emaar mgf emerald floors premier,sector 65,2.5,15151.0,3,3,3,3.0,Relatively New,R69102324,1493.0,1,0,0,1,0,0,15
house,independent,sector 41,7.25,29293.0,9,8,3,4.0,Old Property,W69360006,2475.0,0,0,0,1,0,2,94
flat,signature global park,sohna road,0.56,6812.0,2,2,3,3.0,New Property,S69838748,913.0,0,0,0,0,0,0,81
flat,vatika independent floors,sector 82,0.67,5826.0,2,2,3,2.0,Moderately Old,T59738910,1150.0,0,0,0,0,0,0,53
flat,sare crescent parc,sector 92,0.66,4977.0,3,2,2,15.0,Relatively New,C63784748,1473.0,0,0,0,0,0,1,44
house,independent,sector 3,0.9,8929.0,3,3,0,2.0,Moderately Old,D69987482,112.0,0,0,0,0,0,0,0
flat,vatika the seven lamps,sector 82,0.85,5979.0,2,2,2,9.0,Relatively New,G69160024,1294.0,1,0,0,0,0,0,117
flat,paras dews,sector 106,1.05,7581.0,2,2,2,5.0,New Property,V68755796,1539.0,0,0,0,0,0,0,97
flat,microtek greenburg,sector 86,1.25,8445.0,3,4,3,0.0,Relatively New,D69131478,1339.0,1,0,0,0,0,0,49
flat,godrej nature plus,sector 33,1.62,13974.0,3,4,3+,3.0,New Property,F66379342,129.42,0,0,0,1,0,0,100
flat,vatika the seven lamps,sector 82,0.81,6192.0,2,2,2,15.0,Relatively New,Q69685558,1176.0,0,0,0,0,0,2,117
flat,sbtl caladium,sector 109,1.3,6914.0,3,2,3,16.0,Moderately Old,H69848302,1701.0,0,0,0,0,0,0,134
flat,orris aster court premier,sector 85,1.2,5660.0,3,4,2,6.0,Relatively New,W69123064,1650.0,0,0,0,1,0,0,28
flat,sare homes,sector 92,0.82,5384.0,3,3,3+,12.0,Relatively New,F62479362,1221.18,0,0,0,0,0,0,114
flat,bestech park view residency,sector 2,1.4,7865.0,3,3,3+,6.0,Old Property,W69369638,1611.0,0,0,0,0,0,1,107
flat,raheja the vedaanta floors,sector 108,0.7,4521.0,2,2,3,1.0,Moderately Old,O69677112,1720.0,0,0,0,0,0,2,0
flat,emaar palm heights,sector 77,1.79,8839.0,3,3,3,1.0,New Property,K70140264,1600.0,0,0,0,1,0,2,49
flat,m3m skywalk,sector 74,1.6,9512.0,2,2,2,26.0,Relatively New,N69658358,1508.0,0,0,0,0,0,2,158
flat,ireo the corridors,sector 67a,1.8,14658.0,3,3,3,6.0,New Property,S69295820,1551.0,0,0,1,1,0,2,150
flat,m3m woodshire,sector 107,1.4,5929.0,3,4,3+,6.0,Relatively New,K69550782,2137.0,0,0,0,1,0,0,117
house,independent,sector 110,1.39,11583.0,2,2,1,3.0,Old Property,K59418562,1450.0,0,0,1,0,0,0,37
flat,viridian the plaza 106,sector 106,0.46,6571.0,1,1,1,18.0,New Property,X69940076,778.0,0,0,0,0,0,0,104
flat,breez global hill view,sohna road,0.3,5124.0,2,2,1,11.0,New Property,Z59847536,650.0,0,0,0,0,0,0,91
flat,parsvnath exotica,sector 53,4.8,14680.0,3,4,3+,12.0,New Property,I30409139,2895.0,0,0,0,0,0,0,69
flat,bestech park view spa next,sector 67,2.32,11989.0,3,4,3+,14.0,Moderately Old,S69071370,1764.0,0,0,0,1,0,2,59
flat,avl 36 gurgaon,sector 36a,0.75,7500.0,2,2,2,5.0,Relatively New,C69135414,856.0,0,0,0,0,0,0,26
flat,conscient heritage max,sector 102,1.75,9011.0,3,4,3+,13.0,Relatively New,A69124480,1757.0,0,0,0,1,0,2,94
flat,ansal heights 86,sector 86,0.9,5325.0,3,3,2,10.0,New Property,L68958088,1690.0,0,0,0,0,0,0,29
flat,m3m heights,sector 65,2.29,15980.0,2,2,3,8.0,Under Construction,Z68221306,1592.0,1,0,0,0,0,0,15
flat,elan the presidential,sector 106,6.3,15384.0,5,6,3+,10.0,Under Construction,T69126686,3797.0,0,0,0,0,0,2,62
flat,umang winter hills,sector 77,1.35,7780.0,3,3,3+,7.0,New Property,J65698986,1451.0,0,0,1,0,0,2,96
flat,aipl zen residences,sector 70a,1.65,13074.0,2,2,3,23.0,New Property,Q68396986,1142.0,0,0,0,0,0,0,81
flat,umang monsoon breeze,sector 78,0.8,4836.0,3,2,2,7.0,Moderately Old,U69662826,1472.0,0,1,0,0,0,0,102
flat,godrej oasis,sector 88a,1.4,7567.0,3,3,3+,4.0,Relatively New,W63761930,1674.0,0,0,0,0,0,2,38
flat,emaar mgf the enclave,sector 66,2.1,12352.0,3,4,2,12.0,Relatively New,I69849886,1800.0,0,0,0,1,0,2,156
flat,tulip violet,sector 69,1.6,10139.0,3,3,2,0.0,Relatively New,J69722208,1428.0,0,1,0,0,0,0,166
flat,indiabulls enigma,sector 110,3.3,9850.0,4,5,3,7.0,Relatively New,F69578270,3032.0,0,0,0,1,0,0,101
flat,pareena coban residences,sector 99a,1.45,7260.0,3,5,3,11.0,Relatively New,O69288538,1807.0,0,0,0,1,1,2,49
flat,aardhya homesh,sector 67a,1.85,8043.0,4,4,0,4.0,New Property,A65698542,2556.0,0,0,0,0,0,0,0
house,nitin vihar,sector 33,0.85,9444.0,3,2,0,1.0,Relatively New,J65398898,900.0,0,0,0,0,0,0,15
house,independent,sector 31,3.25,22429.0,4,4,3+,3.0,Moderately Old,I69805104,1449.0,1,1,1,1,0,2,29
house,independent,sector 24,1.45,2984.0,3,3,1,2.0,Old Property,N52835680,540.0,0,0,0,0,0,0,9
flat,signature global city 92,sector 92,0.99,9074.0,3,2,3,1.0,Under Construction,O69837444,1091.0,0,0,0,0,0,0,24
house,dlf city plots phase 2,sector 25,6.3,35000.0,4,4,3+,2.0,Old Property,W69483562,1800.0,0,0,1,1,0,0,89
house,independent,sector 8,0.62,11273.0,3,1,0,2.0,Moderately Old,T69442260,550.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.68,8358.0,4,4,2,7.0,Relatively New,A68277302,1819.0,0,0,0,0,0,0,127
house,independent,sector 2,5.6,17284.0,8,6,3+,2.0,Moderately Old,Z64726172,3240.0,1,1,1,1,0,0,0
house,independent,sector 2,4.99,18889.0,4,4,3+,3.0,Moderately Old,W56236972,2642.0,0,1,1,1,0,0,43
flat,ansal sushant residency,sector 57,1.5,6775.0,3,2,3+,1.0,Moderately Old,J57101242,273.0,0,0,0,0,0,0,87
flat,kendriya vihar,sector 56,0.58,9586.0,1,1,1,1.0,Old Property,H68824868,672.0,0,0,0,0,0,0,77
flat,sanskriti apartments,sector 43,2.5,13513.0,3,2,3,5.0,Old Property,O62778832,1674.0,1,0,0,0,0,0,0
flat,signature global city 92,sector 92,0.78,7722.0,2,2,3,2.0,Under Construction,C69153300,846.0,0,0,0,0,1,0,24
house,independent,sector 12,0.9,13333.0,2,4,0,2.0,Old Property,J69911244,675.0,0,0,0,0,0,0,0
flat,orris aster court premier,sector 85,1.38,6509.0,3,4,2,6.0,Relatively New,Y69612194,1616.0,0,0,0,1,0,0,76
flat,m3m skywalk,sector 74,1.54,10814.0,2,2,3+,15.0,Relatively New,M69704330,1200.0,0,0,0,0,1,0,137
house,emaar mgf marbella,sector 66,11.0,33951.0,5,6,3+,2.0,New Property,X69790500,3240.0,1,1,1,1,0,2,153
flat,mvn athens,sohna road,0.25,4258.0,2,2,1,0.0,Relatively New,F57713032,587.0,0,0,0,0,0,0,38
house,dlf city plots phase 2,sector 25,4.5,33333.0,5,3,2,3.0,Old Property,Z70105996,1350.0,0,1,1,0,0,0,25
house,saksham welfare association,sector 22,4.7,19847.0,6,6,3+,2.0,Old Property,D70220764,2368.0,0,1,1,0,0,2,106
flat,m3m soulitude,sector 89,1.25,8784.0,3,3,2,3.0,New Property,P69726906,1581.0,1,0,0,0,0,0,49
house,international city by sobha phase 1,sector 109,6.3,9000.0,4,5,3+,2.0,Relatively New,R70071386,7000.0,0,0,0,0,0,2,122
flat,mahindra aura,sector 110,2.25,9266.0,4,4,3+,2.0,Relatively New,I69292978,2350.0,0,0,0,1,0,0,152
flat,shree vardhman victoria,sector 70,1.75,8205.0,3,5,3,7.0,New Property,O66445254,1527.0,0,1,0,1,0,0,37
flat,dlf beverly park,sector 25,8.0,15384.0,5,5,3+,2.0,Old Property,G66937926,5778.0,1,1,0,1,1,1,26
flat,ireo the grand arch,sector 58,4.0,18484.0,3,4,3,5.0,Old Property,C69281542,2164.0,0,0,0,1,0,2,49
flat,m3m merlin,sector 67,3.4,14418.0,3,4,3,16.0,Relatively New,F69941624,2016.0,0,0,0,1,0,2,174
house,independent,sector 12,1.0,8230.0,3,7,3+,3.0,Moderately Old,A70139096,3750.0,0,1,1,0,0,0,7
flat,dlf new town heights,sector 90,1.65,6979.0,4,4,3+,15.0,Moderately Old,S69409454,2139.0,0,0,0,1,0,2,137
flat,vatika gurgaon,sector 83,0.83,6666.0,2,2,2,12.0,Relatively New,H69993234,1154.0,0,1,0,0,0,0,165
flat,ansal estella,sector 103,1.5,8670.0,3,3,3+,6.0,Under Construction,B55783602,1741.0,0,0,0,0,0,0,58
house,independent,sector 24,2.75,7666.0,7,7,3+,3.0,Moderately Old,R41668751,3000.0,0,0,0,0,1,2,0
flat,paras dews,sector 106,1.15,6052.0,3,4,3,5.0,Relatively New,W69429012,1305.0,1,0,0,1,0,0,49
flat,tulip ivory,sector 70,2.0,8333.0,4,5,3+,2.0,Relatively New,C69096992,2172.0,0,0,0,1,0,2,49
flat,nul,gwal pahari,0.56,6054.0,2,2,1,11.0,Old Property,D64271316,1028.0,0,0,0,0,0,2,0
house,tulip yellow,sector 69,2.95,16389.0,4,3,2,3.0,New Property,D68552526,1800.0,0,1,0,0,1,1,111
flat,surendra avenue 69,sector 69,0.75,6818.0,2,2,2,4.0,Moderately Old,W69007956,1100.0,0,0,0,0,0,0,0
flat,m3m merlin,sector 67,3.4,14418.0,3,4,3,15.0,Relatively New,Q69178748,2123.0,0,0,0,1,0,2,110
house,ss aaron ville,sector 49,6.5,18808.0,5,5,2,2.0,Relatively New,E69101626,3456.0,1,1,0,1,0,2,28
flat,vipul world floors,sector 48,4.3,13870.0,4,5,3+,4.0,New Property,L69086224,3444.0,1,1,0,1,0,0,88
house,independent,sector 81,0.89,8127.0,1,1,0,1.0,Relatively New,Z66401012,1095.0,0,0,0,0,0,0,0
flat,ss,sector 85,1.19,7121.0,2,2,3,11.0,Relatively New,I70084618,1670.0,0,0,0,0,0,0,49
flat,pareena laxmi apartments,sector 99a,0.3,5424.0,2,1,2,5.0,New Property,N59583676,511.0,0,0,0,0,0,0,66
flat,espire south,sector 68,1.32,9050.0,2,2,2,9.0,New Property,P10875875,1460.0,0,0,0,0,0,0,0
flat,ss,sector 85,2.17,7716.0,4,4,3,7.0,Relatively New,F70087600,2600.0,1,1,0,1,0,0,49
flat,ansal height 86,sector 86,0.8,5882.0,2,2,0,1.0,Relatively New,D65720886,1360.0,0,0,0,0,0,0,0
house,independent,sector 4,0.92,15257.0,1,4,3,4.0,Moderately Old,N68485626,603.0,0,0,0,0,1,0,0
house,independent,sector 56,2.95,20233.0,2,2,0,1.0,Moderately Old,N68021704,1458.0,0,0,0,0,0,0,0
flat,rof ananda,sector 95,0.38,5899.0,2,2,2,5.0,Relatively New,V69673278,716.0,1,0,0,0,0,0,83
house,independent,sector 28,10.5,32407.0,5,6,3+,3.0,New Property,B70269720,3240.0,1,1,0,1,0,2,153
house,independent,sector 39,7.0,10000.0,10,11,3+,4.0,Relatively New,A65044918,7000.0,0,1,0,0,0,2,38
flat,bptp terra,sector 37d,1.4,7730.0,3,3,3,5.0,Relatively New,B70095032,1711.0,0,0,0,0,0,2,149
flat,breez global heights 88a,sector 88a,0.5,8375.0,3,2,2,2.0,Under Construction,M69324534,663.0,0,0,0,0,0,0,15
house,independent,sector 11,1.2,4444.0,7,3,0,3.0,Moderately Old,B68022236,300.0,0,0,0,0,0,0,0
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,2.0,Relatively New,B69425706,1650.0,1,0,0,1,0,0,158
flat,sidhartha ncr greens,sector 95,0.6,5576.0,2,2,2,14.0,Relatively New,F58024702,974.0,1,0,0,0,0,0,31
flat,mapsko royale ville,sector 82,1.15,6424.0,3,4,2,15.0,Relatively New,F69689494,1620.0,0,1,0,1,0,2,104
house,independent,sector 38,3.5,20323.0,3,2,2,1.0,Moderately Old,L69594452,1722.0,0,0,0,0,0,0,0
flat,emaar mgf the palm drive,sector 66,3.98,18090.0,3,4,3+,2.0,Moderately Old,F69632998,2200.0,0,0,0,1,0,2,123
flat,shree vardhman victoria,sector 70,1.1,8461.0,2,2,2,8.0,Relatively New,B69475926,1444.0,0,0,0,0,0,0,101
flat,adani brahma samsara vilasa,sector 63,3.35,16470.0,3,3,3+,3.0,New Property,G70076628,2034.0,0,0,0,0,0,2,16
house,independent,sector 31,3.5,24155.0,4,4,3,2.0,Old Property,I69623900,1449.0,0,0,1,0,0,2,70
flat,imperia the esfera,sector 37c,1.4,5384.0,4,5,3,9.0,Relatively New,X70042654,2343.0,1,1,0,1,1,0,49
flat,breez global hill view,sohna road,0.32,5776.0,2,2,2,19.0,Relatively New,S69278092,616.0,0,0,0,0,0,2,21
flat,puri emerald bay,sector 104,2.45,10000.0,3,4,3+,14.0,Relatively New,C57408058,2131.0,0,0,0,1,0,2,56
flat,dlf the ultima,sector 81,2.4,11257.0,3,3,2,10.0,Relatively New,Q69406436,1800.0,0,0,0,1,0,1,174
flat,ss the leaf,sector 85,1.18,10094.0,2,3,3,12.0,Relatively New,F69362472,1420.0,0,1,0,0,0,2,150
house,not applicable,sector 4,0.65,13000.0,2,1,1,3.0,Moderately Old,W62605348,500.0,0,0,0,0,0,0,7
flat,corona gracieux,sector 76,0.75,5660.0,2,2,3,13.0,Relatively New,H66748594,1199.0,0,0,0,0,0,2,0
flat,ramprastha the edge towers,sector 37d,0.71,5420.0,2,2,3,10.0,New Property,W38206361,1100.0,0,0,0,0,1,0,38
flat,godrej air,sector 85,1.83,10005.0,3,3,3+,18.0,Under Construction,I68755244,2032.0,0,0,0,0,0,0,110
flat,tarc maceo,sector 91,0.87,6641.0,2,2,2,9.0,Relatively New,Y68626474,1148.0,0,0,1,0,0,0,78
house,dlf city plots phase 2,sector 25,6.5,33592.0,3,9,3+,3.0,Old Property,J68736140,1935.0,1,1,1,1,0,2,142
house,independent,sector 25,6.6,36667.0,6,7,3+,2.0,Moderately Old,S69218322,1800.0,1,0,0,1,0,2,119
flat,supertech araville,sector 79,0.9,5883.0,2,2,3,5.0,Relatively New,P51632760,1450.0,1,0,0,0,0,0,53
house,emaar mgf marbella,sector 66,9.0,21251.0,4,4,3+,2.0,Relatively New,F69979706,5200.0,0,1,1,1,0,2,114
house,international city by sobha phase 2,sector 109,9.5,26389.0,5,5,3+,2.0,Relatively New,D70111744,3600.0,1,1,1,1,0,0,133
flat,sbtl caladium,sector 109,1.35,7180.0,3,2,3+,12.0,Relatively New,L70071834,1477.0,0,0,0,0,0,0,128
flat,bestech park view spa next,sector 67,2.7,11489.0,4,4,3+,9.0,Moderately Old,D69101368,2127.0,0,1,0,1,0,2,149
flat,godrej oasis,sector 88a,2.65,16747.0,3,3,3+,10.0,New Property,N33894215,1582.0,0,0,0,0,0,0,110
flat,raheja navodaya,sector 92,1.1,4681.0,3,2,3,0.0,Relatively New,V69903428,2350.0,0,0,0,0,0,0,0
flat,paras dews,sector 106,1.35,7297.0,4,4,3+,18.0,Relatively New,P69626214,2100.0,0,1,0,1,0,2,174
flat,godrej nature plus,sector 33,1.25,9025.0,2,2,3+,15.0,Under Construction,H66348120,1539.0,0,0,0,0,0,0,44
flat,orris aster court premier,sector 85,1.73,6757.0,4,5,3+,8.0,Relatively New,X69344002,2017.0,0,0,0,1,0,0,16
flat,orchid petals,sector 49,2.23,10969.0,3,3,3,14.0,Relatively New,T70022696,1840.0,0,0,0,0,1,0,40
flat,m3m soulitude,sector 89,1.32,16923.0,3,3,3,1.0,Under Construction,M68320998,867.0,0,0,0,0,0,0,45
flat,m3m skycity,sector 65,2.1,16030.0,2,2,2,43.0,New Property,O68590264,1186.0,0,0,0,0,0,0,127
flat,sobha city,sector 108,2.95,14727.0,3,4,2,12.0,Relatively New,L69219164,2003.0,0,0,0,0,0,0,49
flat,assotech blith,sector 99,1.9,6702.0,4,4,3+,2.0,New Property,B68924958,2835.0,0,0,0,0,0,0,51
house,independent,sector 7,0.9,10000.0,2,4,3,3.0,Old Property,S70077862,900.0,0,0,0,1,1,2,44
flat,m3m antalya hills,sector 79,1.15,7496.0,3,3,3+,1.0,Under Construction,R68390214,1200.0,1,0,0,0,0,0,51
house,international city by sobha phase 1,sector 109,6.75,10838.0,4,4,3+,2.0,New Property,T70221950,6228.0,0,1,0,1,0,0,130
flat,smart world orchard,sector 61,2.1,13750.0,3,2,3,3.0,Under Construction,Z68190980,1534.0,0,0,0,0,0,0,146
house,international city by sobha phase 1,sector 109,5.7,10556.0,4,4,3+,4.0,Relatively New,W69282118,5400.0,1,0,0,1,0,0,98
flat,umang winter hills,sector 77,1.1,5296.0,3,4,3+,9.0,Relatively New,B69655158,1829.0,0,0,0,1,0,0,49
flat,supertech hilltown,sector 2,0.8,5556.0,3,2,3,8.0,Moderately Old,P68483460,1440.0,0,0,0,0,0,0,0
flat,shri banke bihari society,sector 56,1.35,6750.0,3,3,3,5.0,Old Property,N70091858,1800.0,0,0,0,0,1,2,82
flat,krisumi waterfall residences,sector 36a,2.2,14874.0,2,2,2,23.0,New Property,S69611606,1338.0,0,0,0,0,0,0,15
flat,ats triumph,sector 104,4.45,6846.0,4,5,3+,27.0,Relatively New,W69548040,7222.0,0,0,0,0,0,0,110
flat,smart world orchard,sector 61,1.5,12500.0,2,2,2,2.0,Under Construction,D67228138,1333.0,1,0,0,0,0,0,49
house,independent,sector 28,9.0,27778.0,6,7,3+,3.0,Moderately Old,E69552472,3240.0,1,1,1,1,0,0,67
flat,ansal housing highland park,sector 103,2.0,7490.0,4,5,3+,14.0,New Property,S64281756,2416.0,0,0,0,1,0,0,45
flat,zara aavaas,sector 104,0.26,7807.0,1,1,2,0.0,Relatively New,O64023902,301.0,0,0,0,0,0,0,91
flat,bajrang apartments,sector 6,0.38,4470.0,2,2,2,1.0,Moderately Old,A57263334,944.0,0,0,0,0,0,0,0
flat,millenia,sector 37c,0.4,6666.0,2,2,2,4.0,New Property,V56135054,667.0,0,0,0,0,0,0,29
flat,bptp amstoria,sector 102,1.9,8444.0,3,3,3+,1.0,Relatively New,M69712964,2500.0,0,0,0,1,0,0,174
flat,green court,sector 90,0.47,6811.0,2,2,1,0.0,New Property,Z68954336,767.0,0,0,0,0,0,0,49
flat,dlf 76,new,4.0,11428.0,4,4,2,4.0,Under Construction,Z69991064,3889.0,1,0,0,1,0,2,101
flat,birla navya,sector 63a,3.3,15348.0,3,3,3,4.0,Under Construction,S67017156,2150.0,0,0,0,1,0,0,52
flat,sunischit apartments,sector 54,1.75,7954.0,3,3,3+,6.0,Moderately Old,K69101478,2100.0,0,0,0,1,0,2,126
flat,dlf new town heights,sector 90,1.54,6514.0,4,4,3+,12.0,Moderately Old,Z69624264,2200.0,0,1,0,1,0,2,111
house,unitech deerwood chase,sector 50,15.0,33333.0,4,4,2,2.0,Moderately Old,M69448868,4500.0,0,0,0,1,0,0,160
flat,prasha apartments,manesar,0.75,3309.0,3,3,3+,3.0,Moderately Old,N68201050,1914.0,0,0,0,1,0,0,31
flat,pivotal devaan,sector 84,0.35,7246.0,2,2,2,4.0,Relatively New,M69329972,537.0,0,0,0,0,0,0,37
flat,kibithu villas,sector 48,3.45,12777.0,4,4,3+,2.0,Moderately Old,N69737906,3000.0,0,0,0,0,0,0,0
flat,new sathi apartments,sector 54,1.59,7066.0,3,3,3+,3.0,Moderately Old,Q70116484,2250.0,1,0,0,0,0,2,127
flat,ild greens,sector 37c,0.75,5245.0,2,2,3+,13.0,Relatively New,A68021584,1430.0,0,0,0,0,0,0,51
flat,ambience creacions,sector 22,6.16,20533.0,4,5,3+,10.0,New Property,I68793680,3333.0,0,1,0,1,0,2,49
house,independent,sector 7,2.0,11111.0,2,2,1,2.0,Relatively New,X69503654,1800.0,0,0,0,0,0,0,0
flat,shree vardhman victoria,sector 70,1.63,8358.0,3,3,3,5.0,New Property,W69217906,1527.0,0,0,0,1,1,0,49
flat,shree vardhman victoria,sector 70,1.63,8358.0,3,5,3,12.0,Relatively New,F69936886,1527.0,0,0,0,1,0,0,43
flat,antriksh heights,sector 84,0.9,4931.0,3,3,3,11.0,Relatively New,L67426630,1652.0,0,0,0,0,0,0,87
flat,spaze privy at,sector 84,1.35,9642.0,3,3,3,7.0,Relatively New,C68524508,1750.0,0,1,0,0,0,0,90
house,independent,sector 105,1.35,3857.0,5,3,3,3.0,Moderately Old,Y69750790,3500.0,0,0,0,0,0,0,0
flat,ansal heights 86,sector 86,0.78,5735.0,2,2,1,8.0,New Property,O53677516,1231.0,0,0,0,0,0,0,67
flat,eldeco accolade,sector 33,1.2,8043.0,2,2,2,0.0,New Property,N68022478,1492.0,1,0,0,0,0,0,55
house,nirvana cedar crest,sector 50,3.99,8866.0,4,5,3+,4.0,New Property,T69882738,4500.0,0,1,0,1,0,2,112
flat,vatika sovereign park,sector 99,3.25,9672.0,4,4,3+,2.0,New Property,J69033378,3041.0,0,0,0,1,0,0,123
house,tata primanti,sector 72,8.6,12285.0,4,5,3+,3.0,Relatively New,K69320648,7000.0,0,0,0,0,0,2,30
flat,indiabulls enigma,sector 110,3.25,9558.0,4,4,3,11.0,Relatively New,Q44349385,3077.0,0,0,0,1,1,0,125
flat,shree vardhman flora,sector 90,1.3,5252.0,4,5,2,9.0,Relatively New,T68041170,2134.0,1,0,0,1,0,0,110
house,shri shyam residency,sector 104,0.62,12400.0,3,3,1,2.0,Moderately Old,J49925954,900.0,0,0,0,0,1,1,8
flat,bestech park view ananda,sector 81,1.1,6686.0,3,2,3+,5.0,Relatively New,A70024488,1319.0,0,0,0,0,0,0,150
flat,ambience creacions,sector 22,3.5,19444.0,3,4,3+,8.0,New Property,Z67904126,2000.0,0,0,0,1,0,2,57
house,independent,sector 14,5.0,22222.0,3,3,3,1.0,Moderately Old,X69899472,2250.0,0,0,0,0,0,0,25
flat,beverley park 1,sector 43,8.44,16230.0,4,5,3,9.0,Moderately Old,B69728032,5000.0,0,0,0,1,0,1,117
flat,signature the roselia,sector 95,0.41,6194.0,2,2,2,12.0,New Property,W68753936,670.0,1,0,0,0,0,2,90
flat,malibu towne,sector 47,2.4,10000.0,3,3,0,0.0,Moderately Old,P58015548,2667.0,0,0,0,0,0,2,22
